DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2000,123,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2001,122,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2002,199,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2003,125,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2004,181,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2005,172,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2006,151,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2007,142,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2008,151,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2009,166,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2010,168,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2011,172,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2012,176,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2013,200,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2014,193,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2015,185,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2016,173,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2017,171,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2018,178,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2019,177,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2020,190,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2021,195,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AL,2022,189,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2000,792,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2001,832,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2002,796,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2003,808,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2004,787,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2005,800,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2006,788,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2007,755,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2008,768,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2009,777,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2010,844,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2011,781,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2012,792,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2013,815,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2014,730,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2015,767,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2016,792,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2017,791,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2018,739,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2019,753,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2020,781,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2021,871,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,AT,2022,735,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BA,2014,256,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BA,2015,303,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BA,2016,324,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BA,2017,298,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BA,2018,492,p
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2000,926,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2001,962,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2002,904,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2003,951,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2004,882,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2005,873,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2006,827,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2007,760,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2008,853,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2009,803,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2010,883,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2011,727,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2012,765,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2013,818,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2014,666,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2015,731,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2016,731,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2017,717,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2018,707,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2019,686,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2020,683,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2021,742,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BE,2022,625,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2000,257,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2001,247,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2002,270,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2003,287,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2004,270,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2005,273,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2006,284,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2007,273,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2008,282,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2009,284,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2010,303,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2011,323,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2012,322,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2013,308,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2014,300,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2015,306,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2016,316,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2017,328,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2018,317,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2019,310,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2020,344,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2021,349,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,BG,2022,322,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2000,253,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2001,249,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2002,272,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2003,291,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2004,277,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2005,429,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2006,437,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2007,443,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2008,427,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2009,441,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2010,405,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2011,417,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2012,405,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2013,354,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2014,343,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2015,382,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2016,392,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2017,398,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2018,385,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2019,408,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2020,408,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2021,394,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CY,2022,395,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2000,628,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2001,686,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2002,659,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2003,680,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2004,670,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2005,653,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2006,663,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2007,623,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2008,627,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2009,637,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2010,710,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2011,654,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2012,677,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2013,691,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2014,623,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2015,642,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2016,671,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2017,680,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2018,663,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2019,652,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2020,668,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2021,749,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,CZ,2022,671,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2000,795,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2001,848,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2002,815,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2003,809,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2004,785,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2005,772,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2006,785,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2007,677,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2008,763,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2009,726,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2010,781,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2011,698,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2012,736,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2013,775,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2014,662,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2015,673,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2016,692,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2017,687,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2018,673,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2019,695,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2020,697,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2021,693,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DE,2022,684,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2000,790,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2001,834,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2002,811,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2003,829,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2004,825,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2005,833,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2006,830,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2007,827,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2008,819,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2009,817,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2010,902,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2011,807,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2012,795,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2013,799,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2014,735,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2015,782,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2016,801,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2017,781,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2018,769,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2019,755,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2020,733,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2021,772,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,DK,2022,682,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2000,663,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2001,682,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2002,664,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2003,674,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2004,677,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2005,656,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2006,654,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2007,717,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2008,712,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2009,727,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2010,771,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2011,705,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2012,734,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2013,708,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2014,676,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2015,652,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2016,707,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2017,714,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2018,712,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2019,717,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2020,711,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2021,725,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EE,2022,715,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2000,422,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2001,440,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2002,457,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2003,511,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2004,500,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2005,507,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2006,506,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2007,491,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2008,476,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2009,440,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2010,420,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2011,498,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2012,461,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2013,348,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2014,353,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2015,412,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2016,403,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2017,409,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2018,364,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2019,382,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2020,400,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2021,405,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EL,2022,414,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2000,297,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2001,310,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2002,314,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2003,331,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2004,343,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2005,348,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2006,352,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2007,346,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2008,338,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2009,344,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2010,364,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2011,334,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2012,332,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2013,319,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2014,318,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2015,329,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2016,308,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2017,309,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2018,324,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2019,306,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2020,307,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2021,311,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,ES,2022,299,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2000,579,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2001,610,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2002,596,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2003,614,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2004,607,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2005,612,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2006,608,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2007,569,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2008,601,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2009,596,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2010,634,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2011,574,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2012,598,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2013,604,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2014,531,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2015,554,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2016,566,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2017,567,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2018,561,e
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2019,556,bep
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2020,556,ep
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2021,587,bep
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,EU27_2020,2022,542,bep
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2000,868,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2001,941,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2002,956,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2003,982,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2004,963,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2005,957,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2006,973,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2007,969,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2008,939,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2009,983,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2010,1084,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2011,945,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2012,1008,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2013,951,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2014,939,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2015,904,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2016,972,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2017,1046,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,FI,2018,1032,
