DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2005,280,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2006,281,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2007,288,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2008,285,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2009,262,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2010,265,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2011,280,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2012,269,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2013,260,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2014,248,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2015,258,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2016,261,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2017,276,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2018,253,be
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2019,261,be
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2020,276,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2021,314,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,TR,2022,312,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2000,732,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2001,750,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2002,733,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2003,750,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2004,761,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2005,733,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2006,709,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2007,679,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2008,688,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2009,664,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2010,725,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2011,597,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2012,643,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2013,646,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2014,554,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2015,572,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2016,579,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2017,557,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2018,576,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,UK,2019,571,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2003,159,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2004,161,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2005,167,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2006,167,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2007,158,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2008,213,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2009,208,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2010,231,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2011,275,b
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2012,264,e
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2013,272,e
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2014,265,e
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2015,266,e
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2016,309,e
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2017,319,e
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2018,319,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2019,328,
ESTAT:SDG_07_20(1.0),21/05/24 11:00:00,A,KGOE,XK,2020,340,e
